,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
24871,K25548,DLEC1; deleted in lung and esophageal cancer protein 1,1,1,1,1,1,1
24872,K25549,LRGUK; leucine-rich repeat and guanylate kinase domain-containing protein,1,1,1,1,1,1
24873,K25550,MYCBP; c-Myc-binding protein,1,1,1,1,1,1
24874,K25551,CFAP45; cilia- and flagella-associated protein 45,1,1,1,1,1,1
24875,K25552,CFAP47; cilia- and flagella-associated protein 47,1,1,1,1,1,1
24876,K25553,CFAP54; cilia- and flagella-associated protein 54,1,1,1,1,1,1
24877,K25554,CFAP58; cilia- and flagella-associated protein 58,1,1,1,1,1,1
24878,K25555,dncV; cyclic GMP-AMP synthase [EC:2.7.7.-],0,0,0,0,0,0
24879,K25556,GUCA2; guanylate cyclase activator 2,1,1,1,1,1,1
24880,K25557,HHIPL; HHIP-like protein,1,1,1,1,1,1
24881,K25558,HHLA1; HERV-H LTR-associating protein 1,1,1,1,1,1,1
24882,K25559,IGFL; insulin growth factor-like family member,1,1,1,1,1,1
24883,K25560,IGFLR1; IGF-like family receptor 1,1,1,1,1,0,1
24884,K25561,IGIP; IgA-inducing protein,1,1,0,1,1,1
24885,K25562,creE; L-aspartate N-monooxygenase (nitrosuccinate-forming) [EC:1.14.13.248],0,0,0,0,0,0
24886,K25563,"creL, ptmB3; 3-amino-4-hydroxybenzoate 2-monooxygenase [EC:1.14.13.249]",0,0,0,0,0,0
24887,K25564,"sznF, stzF; nitrosourea synthase [EC:1.14.13.250]",0,0,0,0,0,0
24888,K25565,IL18BP; interleukin-18-binding protein,1,1,1,1,1,1
24889,K25566,ISLR; immunoglobulin superfamily containing leucine-rich repeat protein,1,1,1,1,1,1
24890,K25567,JCHAIN; immunoglobulin J chain,1,1,1,1,1,1
24891,K25568,KAZALD1; Kazal-type serine protease inhibitor domain-containing protein 1,1,1,1,1,1,1
24892,K25569,KRTDAP; keratinocyte differentiation-associated protein,1,1,1,1,1,1
24893,K25570,bioU; 8-amino-7-oxononanoate carboxylating dehydrogenase [EC:2.6.1.121],0,0,0,0,0,0
24894,K25571,pydD; beta-alanine---2-oxoglutarate transaminase [EC:2.6.1.120],0,0,0,0,0,0
24895,K25572,EHBP1; EH domain-binding protein 1,1,0,1,1,1,1
24896,K25573,EHBP1L1; EH domain-binding protein 1-like protein 1,1,1,1,1,1,1
24897,K25574,pntC; (2-aminoethyl)phosphonate cytidylyltransferase [EC:2.7.7.107],0,0,0,0,0,0
24898,K25575,pabA; 4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming) component II [EC:2.6.1.123],0,0,0,0,0,0
24899,K25576,AVO2; target of rapamycin complex 2 subunit AVO2,0,0,0,0,0,0
24900,K25577,BIT61_2; target of rapamycin complex 2 subunit BIT61/BIT2,0,0,0,0,0,0
24901,K25578,pabB; 4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming) component I [EC:2.6.1.123],0,0,0,0,0,0
24902,K25579,TCO89; target of rapamycin complex 1 subunit TCO89,0,0,0,0,0,0
24903,K25580,CYP82E; nicotine N-demethylase,0,0,0,0,0,0
24904,K25581,CYP82M3; tropinone synthase,0,0,0,0,0,0
24905,K25582,UGT1; phenyllactate UDP-glycosyltransferase [EC:2.4.1.-],0,0,0,0,0,0
24906,K25583,LS; littorine synthase [EC:2.3.1.-],0,0,0,0,0,0
24907,K25584,CYP80F1; littorine mutase/monooxygenase,0,0,0,0,0,0
24908,K25585,ktzT; L-piperazate synthase [EC:4.8.1.1],0,0,0,0,0,0
24909,K25586,LFS; lachrymatory-factor synthase [EC:5.3.99.12],0,0,0,0,0,0
24910,K25587,E3.4.17.25; glutathione-S-conjugate glycine hydrolase [EC:3.4.17.25],0,0,0,0,0,0
24911,K25588,K25588; tyrosine-protein kinase [EC:2.7.10.3],0,0,0,0,0,0
24912,K25589,inuH; inosine/uridine nucleosidase [EC:3.2.2.2 3.2.2.3],0,0,0,0,0,0
24913,K25590,epsF; protein tyrosine kinase modulator,0,0,0,0,0,0
24914,K25591,LSM10; U7 snRNA-associated Sm-like protein LSm10,1,1,1,1,1,1
24915,K25592,LSM11; U7 snRNA-associated Sm-like protein LSm11,1,1,1,1,1,1
24916,K25593,CASP8AP2; CASP8-associated protein 2,1,1,1,1,1,1
24917,K25594,creN; 3-amino-4-hydroxybenzoate 4-O-methyltransferase [EC:2.1.1.380],0,0,0,0,0,0
24918,K25595,"sznE, stzE; arginine Nomega-methyltransferase [EC:2.1.1.381]",0,0,0,0,0,0
24919,K25596,E4.2.1.178; difructose-dianhydride-III synthase [EC:4.2.1.178],0,0,0,0,0,0
24920,K25597,creD; nitrosuccinate lyase [EC:4.3.99.5],0,0,0,0,0,0
24921,K25598,creM; 3-amino-2-hydroxy-4-methoxybenzoate diazotase [EC:6.7.1.1],0,0,0,0,0,0
24922,K25599,ltaP; lipoteichoic acid primase,0,0,0,0,0,0
24923,K25600,mtcB; L-carnitine---corrinoid protein Co-methyltransferase [EC:2.1.1.383],0,0,0,0,0,0
24924,K25601,azpI; 6-diazo-5-oxo-L-norleucine Nalpha-acetyltranferase [EC:2.3.1.307],0,0,0,0,0,0
24925,K25602,tagK; D-tagatose-1-phosphate kinase [EC:2.7.1.234],0,0,0,0,0,0
24926,K25603,E3.2.1.215; 3-O-alpha-D-galactosyl-alpha-L-arabinofuranosidase [EC:3.2.1.215],0,0,0,0,0,0
24927,K25604,E3.5.1.137; N-methylcarbamate hydrolase [EC:3.5.1.137],0,0,0,0,0,0
24928,K25605,BCL7; B-cell CLL/lymphoma 7 protein,1,1,1,1,1,1
24929,K25606,"DEFB; defensin, beta",1,1,1,1,1,1
24930,K25607,CFAP74; cilia- and flagella-associated protein 74,1,1,1,1,1,1
24931,K25608,CFAP99; cilia- and flagella-associated protein 99,1,1,1,1,1,1
24932,K25609,CFAP157; cilia- and flagella-associated protein 157,1,1,1,1,1,1
24933,K25610,"CFAP221, PCDP1; cilia- and flagella-associated protein 221",1,1,1,1,1,1
24934,K25611,CFAP299; cilia- and flagella-associated protein 299,1,1,0,1,1,1
24935,K25612,"BICRA, GLTSCR1; BRD4-interacting chromatin-remodeling complex-associated protein",1,1,1,1,1,1
24936,K25613,"BICRAL, GLTSCR1L; BRD4-interacting chromatin-remodeling complex-associated protein-like",1,1,1,1,1,1
24937,K25614,SPEF1; sperm flagellar protein 1,1,1,1,1,1,1
24938,K25615,SPEF2; sperm flagellar protein 2,1,1,1,1,1,1
24939,K25616,SPATA4; spermatogenesis-associated protein 4,1,1,1,1,1,1
24940,K25617,csbB; lipoteichoic acid polyisoprenyl-phosphate beta-N-acetylglucosaminyltransferase [EC:2.4.-.-],0,0,0,0,0,0
24941,K25618,gtlA; lipoteichoic acid polyisoprenyl-phosphate galactosyltransferase [EC:2.4.-.-],0,0,0,0,0,0
24942,K25619,yfhO; lipoteichoic acid glycosylation protein,0,0,0,0,0,0
24943,K25620,gtlB; lipoteichoic acid galactosyltransferase,0,0,0,0,0,0
24944,K25621,"chsH2; 3-oxo-4,17-pregnadiene-20-carboxyl-CoA hydratase alpha subunit [EC:4.2.1.-]",0,0,0,0,0,0
24945,K25622,"chsH1; 3-oxo-4,17-pregnadiene-20-carboxyl-CoA hydratase beta subunit [EC:4.2.1.-]",0,0,0,0,0,0
24946,K25623,ltp2; 17-hydroxy-3-oxo-4-pregnene-20-carboxyl-CoA lyase [EC:4.1.3.-],0,0,0,0,0,0
24947,K25624,CCDC172; coiled-coil domain-containing protein 172,1,1,1,1,1,1
24948,K25625,CCDC181; coiled-coil domain-containing protein 181,1,1,1,1,1,1
24949,K25626,"aatB; UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose transaminase [EC:2.6.1.-]",0,0,0,0,0,0
24950,K25627,wbgY; AATGal transferase,0,0,0,0,0,0
24951,K25628,TCP11; T-complex protein 11,1,1,1,1,1,1
24952,K25629,CABYR; calcium-binding tyrosine phosphorylation-regulated protein,1,0,1,1,1,1
24953,K25630,FSCB; fibrous sheath CABYR-binding protein,1,1,1,1,1,1
24954,K25631,"FLACC1, ALS2CR12; flagellum-associated coiled-coil domain-containing protein 1",1,1,1,1,1,1
24955,K25632,TSGA10; testis-specific gene 10 protein,1,1,1,1,1,1
24956,K25633,SPA17; sperm surface protein Sp17,1,1,1,1,1,1
24957,K25634,hgdH; 2-oxoglutarate reductase [EC:1.1.1.399],0,0,0,0,0,0
24958,K25635,ODF1; outer dense fiber protein 1,1,1,1,1,1,1
24959,K25636,ODF3; outer dense fiber protein 3,1,1,1,1,1,1
24960,K25637,ODF4; outer dense fiber protein 4,1,1,1,1,1,1
24961,K25638,RHPN1; rhophilin-1,1,1,1,1,1,1
24962,K25639,"SUPT16H, SPT16; FACT complex subunit SPT16",1,1,1,1,1,1
24963,K25640,MPIG6B; megakaryocyte and platelet inhibitory receptor G6b,1,1,1,1,1,1
24964,K25641,dgk2; deoxyguanosine kinase [EC:2.7.1.113],0,0,0,0,0,0
24965,K25642,CATSPERE; cation channel sperm-associated protein subunit epsilon,1,1,1,1,1,1
24966,K25643,"CATSPERZ, TEX40; cation channel sperm-associated protein subunit zeta",1,1,1,1,1,1
24967,K25644,CABCOCO1; ciliary-associated calcium-binding coiled-coil protein 1,1,1,1,1,1,1
24968,K25645,CABS1; calcium-binding and spermatid-specific protein 1,1,1,1,1,1,1
24969,K25646,EFCAB9; EF-hand calcium-binding domain-containing protein 9,1,1,1,1,1,1
24970,K25647,ENKUR; enkurin,1,1,1,1,1,1
24971,K25648,"MYCBPAP, AMAP1; MYCBP-associated protein",1,1,1,1,1,1
24972,K25649,mgh; mannosylglycerate hydrolase [EC:3.2.1.170],0,0,0,0,0,0
24973,K25650,"K25650; teichoic acid beta-1,3-glucosyltransferase [EC:2.4.1.-]",0,0,0,0,0,0
24974,K25651,licD3; teichoic acid ribitol-phosphate transferase,0,0,0,0,0,0
24975,K25652,K25652; teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-],0,0,0,0,0,0
24976,K25653,K25653; teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-],0,0,0,0,0,0
24977,K25654,licD2; teichoic acid cholinephosphotransferase [EC:2.7.8.-],0,0,0,0,0,0
24978,K25655,SERINC5; serine incorporator 5,1,1,1,1,1,1
24979,K25656,"cry, CRYD; cryptochrome",0,0,0,0,0,0
24980,K25657,licA; choline kinase [EC:2.7.1.32],0,0,0,0,0,0
24981,K25658,licC; choline-phosphate cytidylyltransferase [EC:2.7.7.15],0,0,0,0,0,0
24982,K25659,K25659; teichoic acid polymerase [EC:2.4.1.-],0,0,0,0,0,0
24983,K25660,tacL; lipoteichoic acid ligase,0,0,0,0,0,0
24984,K25661,SERINC3; serine incorporator 3,1,1,1,1,1,1
24985,K25662,RNF212; E3 SUMO-protein ligase RNF212 [EC:2.3.2.-],1,1,1,1,1,1
24986,K25663,FEZ1; fasciculation and elongation protein zeta-1,1,1,1,1,1,1
24987,K25664,NC; HIV-1 nucleocapsid protein,0,0,0,0,0,0
24988,K25665,rev; HIV protein Rev,0,0,0,0,0,0
24989,K25666,MA; HIV-1 matrix protein,0,0,0,0,0,0
24990,K25667,p6gag; HIV-1 p6-gag,0,0,0,0,0,0
24991,K25668,FEZ2; fasciculation and elongation protein zeta-2,1,1,1,1,1,1
24992,K25669,"tarP; poly(ribitiol-phosphate) beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.-]",0,0,0,0,0,0
24993,K25670,fusA; fructooligosaccharide transport system substrate-binding protein,0,0,0,0,0,0
24994,K25671,fusC; fructooligosaccharide transport system permease protein,0,0,0,0,0,0
24995,K25672,fusB; fructooligosaccharide transport system permease protein,0,0,0,0,0,0
24996,K25673,ytcQ; polygalacturonan/rhamnogalacturonan transport system substrate-binding protein,0,0,0,0,0,0
24997,K25674,yteP; polygalacturonan/rhamnogalacturonan transport system permease protein,0,0,0,0,0,0
24998,K25675,ytcP; polygalacturonan/rhamnogalacturonan transport system permease protein,0,0,0,0,0,0
24999,K25676,yesO; pectin-derived oligosaccharide transport system substrate-binding protein,0,0,0,0,0,0
25000,K25677,yesP; pectin-derived oligosaccharide transport system permease protein,0,0,0,0,0,0
25001,K25678,yesQ; pectin-derived oligosaccharide transport system permease protein,0,0,0,0,0,0
25002,K25679,TEX13; testis-expressed protein 13,1,1,1,1,1,1
25003,K25680,TEX15; testis-expressed protein 15,1,1,1,1,1,1
25004,K25681,TEX19; testis-expressed protein 19,1,1,1,1,1,1
25005,K25682,TEX22; testis-expressed protein 22,1,1,1,1,0,1
25006,K25683,"FAM9, TEX39; protein FAM9",1,1,1,1,1,1
25007,K25684,MSMB; beta-microseminoprotein,1,1,1,1,1,1
25008,K25685,MSMP; prostate-associated microseminoprotein,1,1,1,1,1,1
25009,K25686,MZB1; marginal zone B- and B1-cell-specific protein,1,1,1,0,1,1
25010,K25687,NDNF; protein NDNF,1,1,1,1,1,1
25011,K25688,NDP; norrin,1,1,1,1,1,1
25012,K25689,NENF; neudesin,1,1,1,1,1,1
25013,K25690,NMS; neuromedin S,1,1,1,1,1,1
25014,K25691,NPS; neuropeptide S,1,1,1,1,1,1
25015,K25692,NPVF; pro-FMRFamide-related neuropeptide VF,1,1,1,1,1,1
25016,K25693,QRFP; orexigenic neuropeptide QRFP,1,1,1,1,1,1
25017,K25694,SPX; spexin,1,1,1,1,1,1
25018,K25695,VGF; neurosecretory protein VGF,1,1,1,1,1,1
25019,K25696,PNOC; prepronociceptin,1,1,1,1,1,1
25020,K25697,TSGA13; testis-specific gene 13 protein,1,1,1,1,1,1
25021,K25698,TPPP2; tubulin polymerization-promoting protein family member 2,1,1,1,1,1,1
25022,K25699,"TXNDC8, SPTRX3; thioredoxin domain-containing protein 8",1,1,1,1,1,1
25023,K25700,CTHRC1; collagen triple helix repeat-containing protein 1,1,1,1,1,1,1
25024,K25701,MORN4; MORN repeat-containing protein 4,1,1,1,1,1,1
25025,K25702,TECTB; beta-tectorin,1,1,1,1,1,1
25026,K25703,VEZT; vezatin,1,1,1,1,1,1
25027,K25704,ZSWIM6; zinc finger SWIM domain-containing protein 6,1,1,1,1,1,1
25028,K25705,SIX6OS1; protein SIX6OS1,1,1,1,1,1,1
25029,K25706,tsaD; tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234],0,0,0,0,0,0
25030,K25707,LYZL; lysozyme [EC:3.2.1.17],1,1,1,1,1,1
25031,K25708,PRSS53; serine protease 53 [EC:3.4.21.-],1,1,1,1,1,1
25032,K25709,NPTX; neuronal pentraxin,1,1,1,1,1,1
25033,K25710,NPTXR; neuronal pentraxin receptor,1,1,1,1,1,1
25034,K25711,NXPH4; neurexophilin-4,1,0,1,1,1,1
25035,K25712,OC90; otoconin-90,1,1,1,1,1,1
25036,K25713,OSTN; osteocrin,1,1,1,1,1,1
25037,K25714,OTOR; otoraplin,1,1,1,1,1,1
25038,K25715,OTOS; otospiralin,1,1,1,1,1,1
25039,K25716,PDGFRL; platelet-derived growth factor receptor-like protein,1,1,1,1,1,1
25040,K25717,PIP; prolactin-inducible protein,1,1,1,1,1,1
25041,K25718,PLAC1; placenta-specific protein 1,1,1,1,1,1,1
25042,K25719,PLGLB; plasminogen-like protein B,1,0,0,1,0,1
25043,K25720,PRADC1; protease-associated domain-containing protein 1,1,1,1,1,1,1
25044,K25721,PRB3_4; basic salivary proline-rich protein 3/4,1,1,1,1,1,1
25045,K25722,PRG3; proteoglycan 3,1,1,1,1,1,1
25046,K25723,PRR4; proline-rich protein 4,1,1,1,1,1,1
25047,K25724,PTX3; pentraxin-related protein PTX3,1,1,1,1,1,1
25048,K25725,"PSORS1C2, SPR1; psoriasis susceptibility 1 candidate gene 2 protein",1,1,1,1,1,1
25049,K25726,R3HDML; peptidase inhibitor R3HDML,1,1,1,1,1,1
25050,K25727,REG1_2_3; regenerating islet-derived protein 1/2/3,1,1,1,1,1,1
25051,K25729,RS1; retinoschisin,1,0,1,1,0,1
25052,K25730,VPS26C; vacuolar protein sorting-associated protein 26C,1,1,1,1,1,1
25053,K25731,VPS35L; VPS35 endosomal protein-sorting factor-like,1,1,1,1,1,1
25054,K25732,SCG2; secretogranin-2,1,1,1,1,1,1
25055,K25733,SCG3; secretogranin-3,1,1,1,1,1,1
25056,K25734,SCG5; neuroendocrine protein 7B2,1,1,1,1,1,1
25057,K25735,SCRG1; scrapie-responsive protein 1,1,1,1,1,1,1
25058,K25736,SEMG; semenogelin,1,1,1,1,1,1
25059,K25737,SMIM31; small integral membrane protein 31,1,1,1,1,0,0
25060,K25738,SOSTDC1; sclerostin domain-containing protein 1,1,1,1,1,1,1
25061,K25739,SSC4D; scavenger receptor cysteine-rich domain-containing group B protein,1,1,1,1,1,1
25062,K25740,SSC5D; soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,1,1,1,1,1,1
25063,K25741,TCN1; transcobalamin-1,1,1,1,1,1,1
25064,K25742,"TEPP; testis, prostate and placenta-expressed protein",1,1,1,1,1,1
25065,K25743,TWSG1; twisted gastrulation protein 1,1,1,1,1,1,1
25066,K25744,UCMA; unique cartilage matrix-associated protein,1,1,1,1,1,1
25067,K25745,VMO1; vitelline membrane outer layer protein 1,1,1,1,1,1,1
25068,K25746,VSTM2; V-set and transmembrane domain-containing protein 2,1,1,1,1,1,1
25069,K25747,ZG16; zymogen granule membrane protein 16,1,1,1,1,1,1
25070,K25748,"ZG16B, PAUF; zymogen granule membrane protein 16B",1,1,1,1,1,1
25071,K25749,TERB1; telomere repeats-binding bouquet formation protein 1,1,1,1,1,1,1
25072,K25750,TERB2; telomere repeats-binding bouquet formation protein 2,1,1,1,1,1,1
25073,K25751,MAJIN; membrane-anchored junction protein,1,1,1,1,1,1
25074,K25752,ZPBP; zona pellucida-binding protein,1,1,1,1,1,1
25075,K25753,SELENOP; selenoprotein P,1,1,1,1,1,1
25076,K25754,SHBG; sex hormone-binding globulin,1,1,1,1,1,1
25077,K25755,LECT2; leukocyte cell-derived chemotaxin-2,1,1,0,1,1,1
25078,K25756,OOSP; oocyte-secreted protein,1,1,1,1,1,1
25079,K25757,DIPK2; divergent protein kinase domain 2,1,1,1,1,1,1
25080,K25758,CHADL; chondroadherin-like protein,1,1,1,1,1,1
25081,K25759,iaaF; benzylmalonyl-CoA dehydrogenase [EC:1.3.3.17],0,0,0,0,0,0
25082,K25760,iaaB; indoleacetate---CoA ligase [EC:6.2.1.75],0,0,0,0,0,0
25083,K25761,iaaL; phenylsuccinyl-CoA transferase [EC:2.8.3.28],0,0,0,0,0,0
25084,K25762,NAT9; tubulin N-terminal N-acetyltransferase [EC:2.3.1.308],1,1,1,1,1,1
25085,K25763,ctsY; isomaltosyltransferase [EC:2.4.1.387],0,0,0,0,0,0
25086,K25764,E2.4.1.388; glucosylgalactose phosphorylase [EC:2.4.1.388],0,0,0,0,0,0
25087,K25765,avrRxo1; NAD+ 3'-kinase [EC:2.7.1.236],0,0,0,0,0,0
25088,K25766,E3.2.1.216; kojibiose hydrolase [EC:3.2.1.216],0,0,0,0,0,0
25089,K25767,nag31; exo-acting protein-alpha-N-acetylgalactosaminidase [EC:3.2.1.217],0,0,0,0,0,0
25090,K25768,RALGAPA; Ral GTPase-activating protein subunit alpha,1,1,1,1,1,1
25091,K25769,RALGAPB; Ral GTPase-activating protein subunit beta,1,1,1,1,1,1
25092,K25770,"ZSWIM7, SWS1; zinc finger SWIM domain-containing protein 7",1,1,0,0,1,1
25093,K25771,SWSAP1; ATPase SWSAP1,1,1,1,1,1,1
25094,K25772,PAXX; protein PAXX,1,1,1,1,1,1
25095,K25773,CLSPN; claspin,1,1,1,1,1,1
25096,K25774,K25774; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],0,0,0,0,0,0
25097,K25775,casG; steroid-24-oyl-CoA synthetase [EC:6.2.1.-],0,0,0,0,0,0
25098,K25776,casI; steroid-22-oyl-CoA synthetase [EC:6.2.1.-],0,0,0,0,0,0
25099,K25777,"GOLGA7, GCP16; golgin subfamily A member 7",1,1,1,1,1,1
25100,K25778,ZDHHC9; palmitoyltransferase ZDHHC9 [EC:2.3.1.225],1,1,1,1,1,1
25101,K25779,HSD17B11; hydroxysteroid 17beta dehydrogenase 11 [EC:1.1.1.-],1,1,1,1,1,1
25102,K25780,"KHDC4, BLOM7; kelch domain-containing protein 4",1,1,1,1,1,1
25103,K25781,ILDR1; immunoglobulin-like domain-containing receptor 1,1,1,1,1,1,1
25104,K25782,ILDR2; immunoglobulin-like domain-containing receptor 2,1,1,1,1,1,1
25105,K25783,BZIP17_28_49; bZIP transcription factor 17/28/49,0,0,0,0,0,0
25106,K25784,BZIP9_10_25_63; bZIP transcription factor 9/10/25/63,0,0,0,0,0,0
25107,K25785,BZIP19_23_24; bZIP transcription factor 19/23/24,0,0,0,0,0,0
25108,K25786,BZIP1S; bZIP transcription factor 1/2/11/44/53,0,0,0,0,0,0
25109,K25787,HSD17B13; hydroxysteroid 17beta dehydrogenase 13 [EC:1.1.-.-],1,1,1,1,1,1
25110,K25788,CATIP; ciliogenesis-associated TTC17-interacting protein,1,1,1,1,1,1
25111,K25789,JAGN; protein jagunal,1,1,1,1,1,1
25112,K25790,EMSY; BRCA2-interacting transcriptional repressor EMSY,1,1,1,1,1,1
25113,K25791,HSF2BP; heat shock factor 2-binding protein,1,1,1,1,1,1
25114,K25792,JMJD8; jumonji domain-containing protein 8,1,1,1,1,1,1
25115,K25793,"NUPR2, NUPR1L; nuclear protein 2",1,1,1,1,1,1
25116,K25794,HINFP; histone H4 transcription factor,1,1,1,1,1,1
25117,K25795,INSM; insulinoma-associated protein,1,1,1,1,1,1
25118,K25796,YAB; plant-specific transcription factor YABBY family protein,0,0,0,0,0,0
25119,K25797,VP1; Erythroparvovirus capsid protein VP1/VP2,0,0,0,0,0,0
25120,K25798,"gO, UL74; Cytomegalovirus envelope glycoprotein O",0,0,0,0,0,0
25121,K25799,UL130; Cytomegalovirus envelope glycoprotein UL130,0,0,0,0,0,0
25122,K25800,UL131A; Cytomegalovirus envelope glycoprotein UL131A,0,0,0,0,0,0
25123,K25801,SDH4; succinate dehydrogenase (ubiquinone) subunit 4,0,0,0,0,0,0
25124,K25802,"ATF7IP, MCAF; activating transcription factor 7-interacting protein",1,1,1,1,1,1
25125,K25803,MALSU1; mitochondrial assembly of ribosomal large subunit protein 1,1,1,1,1,1,1
25126,K25804,E1; Alphavirus spike glycoprotein E1,0,0,0,0,0,0
25127,K25805,FEM1A_C; protein fem-1 homolog A/C,1,1,1,1,1,1
25128,K25806,APPBP2; amyloid protein-binding protein 2,1,1,1,1,1,1
25129,K25807,KLHDC2; kelch domain-containing protein 2,1,1,1,1,1,1
25130,K25808,KLHDC3; kelch domain-containing protein 3,1,1,1,1,1,1
25131,K25809,KLHDC10; kelch domain-containing protein 10,1,1,1,1,1,1
25132,K25810,KLHDC1; kelch domain-containing protein 1,1,1,1,1,1,1
25133,K25811,CCDC88C; protein Daple,1,1,1,1,1,1
25134,K25812,APCDD1; protein APCDD1,1,1,1,1,1,1
25135,K25813,CCDC88B; coiled-coil domain-containing protein 88B,1,1,1,1,1,1
25136,K25814,manP; mannose PTS system EIIBCA component [EC:2.7.1.191],0,0,0,0,0,0
25137,K25815,SUB1; activated RNA polymerase II transcriptional coactivator p15,1,1,1,1,1,1
25138,K25816,"CCAR2, DBC1; cell cycle and apoptosis regulator protein 2",1,1,1,1,1,1
25139,K25817,MAF1; repressor of RNA polymerase III transcription MAF1,1,1,1,1,1,1
25140,K25818,NOLC1; nucleolar and coiled-body phosphoprotein 1,1,1,1,1,1,1
25141,K25819,"ABCD1, PXA1; ATP-binding cassette, subfamily D (ALD), peroxisomal ABC transporter [EC:7.6.2.4]",0,0,0,0,0,0
25142,K25820,icmA; isobutyryl-CoA mutase large subunit [EC:5.4.99.13],0,0,0,0,0,0
25143,K25821,icmB; isobutyryl-CoA mutase small subunit [EC:5.4.99.13],0,0,0,0,0,0
25144,K25822,pcmA; pivalyl-CoA mutase large subunit [EC:5.4.99.-],0,0,0,0,0,0
25145,K25823,pcmB; pivalyl-CoA mutase small subunit [EC:5.4.99.-],0,0,0,0,0,0
25146,K25824,ABHD16A; abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-],1,1,1,1,1,1
25147,K25825,ABHD16B; abhydrolase domain-containing protein 16B [EC:3.-.-.-],1,1,1,1,1,1
25148,K25826,CBFB; core-binding factor subunit beta,1,1,1,1,1,1
25149,K25827,CCAR1; cell division cycle and apoptosis regulator protein 1,1,1,1,1,1,1
25150,K25828,CALCOCO1; calcium-binding and coiled-coil domain-containing protein 1,1,1,1,1,1,1
25151,K25829,"ELOF1, ELF1; transcription elongation factor 1",1,1,1,1,1,1
25152,K25830,CECR2; cat eye syndrome critical region protein 2,1,1,1,1,1,1
25153,K25831,LUZP1; leucine zipper protein 1,1,1,1,1,1,1
25154,K25832,SLITRK1; SLIT and NTRK-like protein 1,1,1,1,1,1,1
25155,K25833,SLITRK2; SLIT and NTRK-like protein 2,1,1,1,1,1,1
25156,K25834,SLITRK3; SLIT and NTRK-like protein 3,1,1,1,1,1,1
25157,K25835,SLITRK4; SLIT and NTRK-like protein 4,1,1,1,1,1,1
25158,K25836,SLITRK5; SLIT and NTRK-like protein 5,1,1,1,1,1,1
25159,K25837,SLITRK6; SLIT and NTRK-like protein 6,1,1,1,1,1,1
25160,K25838,MYO19; myosin XIX,1,1,1,1,1,1
25161,K25839,NDFIP; NEDD4 family-interacting protein,1,1,1,1,1,1
25162,K25840,AIRP2; E3 ubiquitin-protein ligase AIRP2 [EC:2.3.2.27],0,0,0,0,0,0
25163,K25841,ALMT; aluminum-activated malate transporter family protein,0,0,0,0,0,0
25164,K25842,mlnB; macrolactin polyketide synthase MlnB,0,0,0,0,0,0
25165,K25843,mlnC; macrolactin polyketide synthase MlnC,0,0,0,0,0,0
25166,K25844,mlnD; macrolactin polyketide synthase MlnD,0,0,0,0,0,0
25167,K25845,mlnE; macrolactin polyketide synthase MlnE,0,0,0,0,0,0
25168,K25846,mlnF; macrolactin polyketide synthase MlnF,0,0,0,0,0,0
25169,K25847,mlnG; macrolactin polyketide synthase MlnG,0,0,0,0,0,0
25170,K25848,mlnH; macrolactin polyketide synthase MlnH,0,0,0,0,0,0
25171,K25849,dfnD; difficidin synthase DfnD,0,0,0,0,0,0
25172,K25850,dfnE; difficidin synthase DfnE,0,0,0,0,0,0
25173,K25851,dfnF; difficidin synthase DfnF,0,0,0,0,0,0
25174,K25852,dfnG; difficidin synthase DfnG,0,0,0,0,0,0
25175,K25853,dfnH; difficidin synthase DfnH,0,0,0,0,0,0
25176,K25854,dfnI; difficidin synthase DfnI,0,0,0,0,0,0
25177,K25855,dfnJ; difficidin synthase DfnJ,0,0,0,0,0,0
25178,K25856,ARID3; AT-rich interactive domain-containing protein 3,1,1,1,1,1,1
25179,K25857,ARID5; AT-rich interactive domain-containing protein 5,1,1,1,1,1,1
25180,K25858,ZNF410; zinc finger protein 410,1,1,1,1,1,1
25181,K25859,"acrZ; accessory protein, multidrug efflux pump",0,0,0,0,0,0
25182,K25860,PACC1; proton-activated chloride channel,1,1,1,1,1,1
25183,K25861,ZRANB3; DNA annealing helicase and endonuclease ZRANB3 [EC:5.6.2.- 3.1.-.-],1,1,1,1,1,1
25184,K25862,NEXMIF; neurite extension and migration factor,1,1,1,1,1,1
25185,K25863,CYBC1; cytochrome b-245 chaperone 1,1,1,1,1,1,1
25186,K25864,mzrA; modulator protein MzrA,0,0,0,0,0,0
25187,K25865,NEBL; nebulette,1,1,1,1,1,1
25188,K25866,NUDC; nuclear migration protein NudC,1,1,1,1,1,1
25189,K25867,TPPP; tubulin polymerization-promoting protein [EC:3.6.5.-],1,1,1,1,1,1
